Keyword,Volume,KD,CPC,Macro Category,Category,Product Type,Topic,User Intent,Intent,Is Brand,Content Type,Funnel,Est. Traffic,Est. Value,oofos.com: Position,kanefootwear.com: Position,hoka.com: Position,kurufootwear.com: Position,aetrex.com: Position,orthofeet.com: Position,velousfootwear.com: Position,reef.com: Position,olukai.com: Position
thick insoles for boots,50,0,0.39,Apparel,Footwear Accessory,Insole,Insole,Find thick insoles for boots,Transactional,FALSE,Product Page,Conversion,17,6.63,64,,,,,88,,,
birkenstock foot symbol,50,0,0,Apparel,Footwear,Sandal,Birkenstock,Understand Birkenstock foot symbol,Informational,TRUE,Blog Post,Awareness,30,0,31,,,,,,,,39
mens comfortable house shoes,50,6,0.37,Apparel,Footwear,Slipper,Slipper,Find mens comfortable house shoes,Transactional,FALSE,Product Page,Conversion,17,6.29,4,,,,,,,,2
skechers nursing shoes leather,50,2,0.19,Apparel,Footwear,Nursing Shoe,Nursing Shoe,Find Skechers leather nursing shoes,Transactional,TRUE,Product Page,Conversion,24,4.5600000000000005,59,,79,,,,,,
mens navy slides,50,1,0,Apparel,Footwear,Slide Sandal,Slide Sandal,Find mens navy slides,Transactional,FALSE,Product Page,Conversion,17,0,4,,,,,,,9,
mens sludes,50,4,0.31,Apparel,Footwear,Slide Sandal,Slide Sandal,Find mens slides,Transactional,FALSE,Product Page,Conversion,17,5.27,7,,,,,,,4,5
recover sandals,50,6,0,Apparel,Footwear,Recovery Sandal,Recovery Sandal,Find recover sandals,Transactional,FALSE,Product Page,Conversion,17,0,2,,11,,,,,,
on cloud slogan,50,10,0,Apparel,Footwear,Running Shoe,On Cloud,Find On Cloud slogan,Informational,TRUE,Blog Post,Awareness,30,0,61,,2,,,,,,
slides for man,50,4,0,Apparel,Footwear,Slide Sandal,Slide Sandal,Find slides for man,Transactional,FALSE,Product Page,Conversion,17,0,9,,,,,,,6,
shoes after foot surgery,50,0,0.38,Apparel,Footwear,Post-surgery Shoe,Post-surgery Shoe,Find shoes for after foot surgery,Transactional,FALSE,Product Page,Conversion,17,6.46,12,9,,,,,,,
indoor shoes slippers,50,10,0.46,Apparel,Footwear,Slipper,Slipper,Find indoor shoes slippers,Transactional,FALSE,Product Page,Conversion,17,7.82,19,,,24,,30,,,18
top slides for men,50,11,0,Apparel,Footwear,Slide Sandal,Slide Sandal,Find top slides for men,Commercial,FALSE,Blog Post,Consideration,19,0,4,,,,,,,,7
beach brand shoes,50,2,0.19,Apparel,Footwear,Beach Shoe,Beach Shoe,Find beach brand shoes,Transactional,FALSE,Product Page,Conversion,17,3.23,29,72,,,,,,39,12
best women's sandals for plantar fasciitis,50,5,0.41,Apparel,Footwear,Sandal,Sandal,Find best women's sandals for plantar fasciitis,Commercial,FALSE,Blog Post,Consideration,19,7.789999999999999,56,,112,63,42,7,,27,72
hip slippers,50,3,0,Apparel,Footwear,Slipper,Slipper,Find hip slippers,Transactional,FALSE,Product Page,Conversion,17,0,6,,,9,7,2,,,
comfort insole,50,7,0.43,Apparel,Footwear Accessory,Insole,Insole,Find comfort insole,Transactional,FALSE,Product Page,Conversion,17,7.31,89,,,108,77,81,,,
men's comfort slides,50,8,0,Apparel,Footwear,Slide Sandal,Slide Sandal,Find men's comfort slides,Transactional,FALSE,Product Page,Conversion,17,0,2,,,,,,,,4
oa sneakers,50,21,0.34,Apparel,Footwear,Orthopedic Sneaker,Orthopedic Sneaker,Find OA sneakers,Transactional,FALSE,Product Page,Conversion,17,5.78,9,,4,,,8,,,
ortho slides,50,6,0.43,Apparel,Footwear,Orthopedic Slide,Orthopedic Slide,Find ortho slides,Transactional,FALSE,Product Page,Conversion,17,7.31,2,,7,,,11,,,
supportive slides,50,11,0.59,Apparel,Footwear,Slide Sandal,Slide Sandal,Find supportive slides,Transactional,FALSE,Product Page,Conversion,17,10.03,12,,5,,,,,,
on running slides,50,5,0.28,Apparel,Footwear,Slide Sandal,On Running Slide,Find On Running slides,Transactional,TRUE,Product Page,Conversion,24,6.720000000000001,6,,3,,,,,,
womens platform sandal,50,1,0,Apparel,Footwear,Platform Sandal,Platform Sandal,Find women's platform sandal,Transactional,FALSE,Product Page,Conversion,17,0,63,,103,,,,,5,
mens black slide sandals,50,1,0.47,Apparel,Footwear,Slide Sandal,Slide Sandal,Find mens black slide sandals,Transactional,FALSE,Product Page,Conversion,17,7.989999999999999,3,,,,,,,,5
sandle slides,50,3,0,Apparel,Footwear,Slide Sandal,Slide Sandal,Find sandal slides,Transactional,FALSE,Product Page,Conversion,17,0,3,,,,,,,,4
woman slide sandals,50,7,0,Apparel,Footwear,Slide Sandal,Slide Sandal,Find woman slide sandals,Transactional,FALSE,Product Page,Conversion,17,0,8,,,,,,,,11
best recovery sandals for men,50,4,0.23,Apparel,Footwear,Recovery Sandal,Recovery Sandal,Find best recovery sandals for men,Commercial,FALSE,Blog Post,Consideration,19,4.37,6,,8,,,,,,
recovery tennis shoes,50,9,1.02,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find recovery tennis shoes,Commercial,FALSE,Blog Post,Consideration,19,19.38,1,7,4,,,,,,
size 12 womens sandals,50,0,0.25,Apparel,Footwear,Sandal,Sandal,Find women's sandals,Transactional,FALSE,Product Page,Conversion,17,4.25,58,,59,,45,,,26,51
shoes that are slippers,50,4,0,Apparel,Footwear,Slipper Shoe,Slipper Shoe,Find shoes that are slippers,Informational,FALSE,Blog Post,Awareness,21,0,3,,,,,,,,6
workout recovery shoes,50,8,0.71,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find workout recovery shoes,Commercial,FALSE,Blog Post,Consideration,19,13.489999999999998,6,3,4,,,,,,
best orthopedic sandals,50,9,0.48,Apparel,Footwear,Orthopedic Sandal,Orthopedic Sandal,Find best orthopedic sandals,Commercial,FALSE,Blog Post,Consideration,19,9.12,24,,104,67,39,2,,54,42
post run shoes,50,4,1.26,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find post-run shoes,Commercial,FALSE,Blog Post,Consideration,19,23.94,10,,8,,,,,,
boston clogs near me,50,10,0.5,Apparel,Footwear,Clog,Clog,Locate Boston clogs,Navigational,FALSE,Homepage,Retention,19,9.5,36,,,,,,,86,
used shoe website,50,39,0.14,Apparel,Footwear,Used Shoe,Shoe,Find used shoe website,Informational,FALSE,Blog Post,Awareness,21,2.9400000000000004,70,,60,,,,,,
men's orthopedic slides,50,2,0.42,Apparel,Footwear,Orthopedic Slide,Orthopedic Slide,Find men's orthopedic slides,Transactional,FALSE,Product Page,Conversion,17,7.14,8,,,,5,12,,,
flip flops store,50,81,0.72,Apparel,Footwear,Flip Flop,Flip Flop,Locate flip flops store,Navigational,FALSE,Homepage,Retention,19,13.68,11,,,,,,,5,8
slides for guys,50,5,0.45,Apparel,Footwear,Slide,Slide,Find men's slides,Transactional,FALSE,Product Page,Conversion,17,7.65,5,,,,,,,7,
black slide sandals flat,50,0,0.24,Apparel,Footwear,Slide Sandal,Slide Sandal,Find flat black slide sandals,Transactional,FALSE,Product Page,Conversion,17,4.08,37,,82,,,,,,
sandals white,50,0,0.12,Apparel,Footwear,Sandal,Sandal,Find white sandals,Transactional,FALSE,Product Page,Conversion,17,2.04,82,,,,,,,37,112
recovery shors,50,2,0,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find recovery shoes,Commercial,FALSE,Blog Post,Consideration,19,0,3,7,,,,,,,
water shoes kids nearby,40,1,0,Apparel,Footwear,Water Shoe,Water Shoe,Locate kids' water shoes,Navigational,FALSE,Homepage,Retention,15,0,44,68,56,,,,,62,42
mens slipper shoe,40,8,0,Apparel,Footwear,Slipper Shoe,Slipper Shoe,Find men's slipper shoes,Transactional,FALSE,Product Page,Conversion,14,0,9,,,,,,,,4
mens slippers arch support,40,3,0.6,Apparel,Footwear,Slipper,Slipper,Find men's slippers with arch support,Transactional,FALSE,Product Page,Conversion,14,8.4,12,,,5,,11,,,3
comfortable shoes for work singapore,40,0,0,Apparel,Footwear,Work Shoe,Work Shoe,Find comfortable work shoes in Singapore,Commercial,FALSE,Blog Post,Consideration,15,0,58,57,,20,,25,,,
womens slide ons,40,2,0.54,Apparel,Footwear,Slide-on Shoe,Slide-on Shoe,Find women's slide-on shoes,Transactional,FALSE,Product Page,Conversion,14,7.5600000000000005,7,,,,,,,5,9
feet store locations,40,4,0.23,Apparel,Footwear,Footwear Store,Footwear Store,Locate footwear stores,Navigational,FALSE,Homepage,Retention,15,3.45,42,,51,,57,17,,,
hoe shoes,40,60,0,Apparel,Footwear,Shoe,Shoe,Find shoes,Transactional,FALSE,Product Page,Conversion,14,0,9,,1,,,,,,
plantar fasciitis slippers men,40,1,1.52,Health,Foot Care,Plantar Fasciitis Slipper,Plantar Fasciitis Slipper,Find men's plantar fasciitis slippers,Transactional,FALSE,Product Page,Conversion,14,21.28,10,,,4,,7,,,
runners recovery shoes,40,4,0,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find runners' recovery shoes,Commercial,FALSE,Blog Post,Consideration,15,0,5,,9,,,,,,
indoor shoes men,40,3,0.31,Apparel,Footwear,Indoor Shoe,Indoor Shoe,Find men's indoor shoes,Transactional,FALSE,Product Page,Conversion,14,4.34,6,,,13,,,,,2
flip flops nearby,40,11,0,Apparel,Footwear,Flip Flop,Flip Flop,Locate flip flops,Navigational,FALSE,Homepage,Retention,15,0,24,,,,,,,8,13
ergonomic footwear,40,59,0.53,Health,Foot Care,Ergonomic Footwear,Ergonomic Footwear,Find ergonomic footwear,Informational,FALSE,Blog Post,Awareness,17,9.01,8,,5,,,1,,,
orthopedic shoes sandals,40,20,0.61,Health,Foot Care,Orthopedic Sandal,Orthopedic Sandal,Find orthopedic shoes and sandals,Transactional,FALSE,Product Page,Conversion,14,8.54,9,,,,,2,,,
hawaii hiking shoes,40,0,0.76,Apparel,Footwear,Hiking Shoe,Hiking Shoe,Find Hawaii hiking shoes,Transactional,FALSE,Product Page,Conversion,14,10.64,33,,34,68,,,,41,11
mens medical clogs,40,1,0.32,Health,Medical Apparel,Medical Clog,Medical Clog,Find men's medical clogs,Transactional,FALSE,Product Page,Conversion,14,4.48,9,,,,6,,,,
size 14 men slides,40,3,0,Apparel,Footwear,Slide,Slide,Find men's slides,Transactional,FALSE,Product Page,Conversion,14,0,7,,,,,,,,8
slip-on shoes after knee surgery,40,8,0.52,Health,Post-surgery Care,Post-surgery Shoe,Post-surgery Shoe,Find slip-on shoes for post-knee surgery,Informational,FALSE,Blog Post,Awareness,17,8.84,12,,,,,10,,,
mens skides,40,4,0,Apparel,Footwear,Slide,Slide,Find men's slides,Transactional,FALSE,Product Page,Conversion,14,0,10,,,,,,,5,12
recovery shoes running,40,10,0,Apparel,Footwear,Running Recovery Shoe,Recovery Shoe,Find running recovery shoes,Commercial,FALSE,Blog Post,Consideration,15,0,3,9,6,,,,,,
best slippers for pregnant women,40,0,0.31,Health,Maternity Care,Maternity Slipper,Maternity Slipper,Find best slippers for pregnant women,Commercial,FALSE,Blog Post,Consideration,15,4.65,14,,,,1,,,,
mens camo sandals,40,0,0.7,Apparel,Footwear,Camo Sandal,Sandal,Find men's camo sandals,Transactional,FALSE,Product Page,Conversion,14,9.799999999999999,7,,,,,,,12,6
women's sandals for neuropathy,40,2,0.31,Health,Foot Care,Neuropathy Sandal,Neuropathy Sandal,Find women's sandals for neuropathy,Transactional,FALSE,Product Page,Conversion,14,4.34,11,,,10,,7,,,
cookies sandals,40,0,0.24,Apparel,Footwear,Sandal,Sandal,Find Cookies sandals,Transactional,FALSE,Product Page,Conversion,14,3.36,26,,,,47,,,,
slippers in store,40,1,0,Apparel,Footwear,Slipper,Slipper,Locate slippers in store,Navigational,FALSE,Homepage,Retention,15,0,76,,,,,,,88,68
oofos vs hoka recovery sandals,40,0,2.07,Apparel,Footwear,Recovery Sandal,Recovery Sandal,Compare Oofos and Hoka recovery sandals,Informational,FALSE,Blog Post,Awareness,17,35.19,17,22,42,,,,,,
tennis shoes sandals,40,13,0.26,Apparel,Footwear,Tennis Sandal,Tennis Sandal,Find tennis sandals,Transactional,FALSE,Product Page,Conversion,14,3.64,5,,10,,,,,,
women's flip flops with back strap,40,6,0.33,Apparel,Footwear,Strap Flip Flop,Strap Flip Flop,Find women's flip flops with back strap,Transactional,FALSE,Product Page,Conversion,14,4.62,8,,,,,,,11,
baby blue sandals,40,0,0,Apparel,Footwear,Sandal,Sandal,Find baby blue sandals,Transactional,FALSE,Product Page,Conversion,14,0,60,,,,,,,58,
oc women's shoes sale,40,0,0,Apparel,Footwear,Women's Shoe,Shoe,Find women's shoes on sale in OC,Transactional,FALSE,Product Page,Conversion,14,0,42,,38,,,34,,,
tennis shoes sale mens,40,17,0.46,Apparel,Footwear,Tennis Shoe,Tennis Shoe,Find men's tennis shoes on sale,Transactional,FALSE,Product Page,Conversion,14,6.44,70,,79,,,,,,
best men's recovery shoes,40,5,0.29,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find best men's recovery shoes,Commercial,FALSE,Blog Post,Consideration,15,4.35,5,14,4,9,,,,,
mens green sandals,40,0,0,Apparel,Footwear,Sandal,Sandal,Find men's green sandals,Transactional,FALSE,Product Page,Conversion,14,0,13,,,,,,,,5
orthopedic recovery shoes,40,42,1.23,Health,Foot Care,Orthopedic Recovery Shoe,Orthopedic Recovery Shoe,Find orthopedic recovery shoes,Commercial,FALSE,Blog Post,Consideration,15,18.45,2,11,7,,,4,,,
orthapedic sandals,40,14,0.53,Apparel,Footwear,Orthopedic Sandal,Orthopedic Sandal,Find orthopedic sandals,Transactional,FALSE,Product Page,Conversion,14,7.42,7,,,,12,1,,,
mens house shoes size 13,40,4,0.27,Apparel,Footwear,House Shoe,House Shoe,Find men's house shoes,Transactional,FALSE,Product Page,Conversion,14,3.7800000000000002,9,,,,,,,,4
post run recovery shoes,40,2,0.46,Apparel,Footwear,Post-run Recovery Shoe,Recovery Shoe,Find post-run recovery shoes,Commercial,FALSE,Blog Post,Consideration,15,6.9,4,,9,,,,,,
orthopedic summer shoes,40,13,0.34,Apparel,Footwear,Orthopedic Shoe,Orthopedic Shoe,Find orthopedic summer shoes,Transactional,FALSE,Product Page,Conversion,14,4.760000000000001,10,,9,,,2,,,
after workout shoes,40,6,1.65,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find shoes for after workout,Transactional,FALSE,Product Page,Conversion,14,23.099999999999998,1,5,11,,,,,,
recovery sandals with arch support,40,8,0.48,Apparel,Footwear,Recovery Sandal,Recovery Sandal,Find recovery sandals with arch support,Transactional,FALSE,Product Page,Conversion,14,6.72,10,,,,,,,,4
navy sandals women,40,0,0,Apparel,Footwear,Sandal,Sandal,Find navy sandals for women,Transactional,FALSE,Product Page,Conversion,14,0,23,,,,,,,35,
foot surgery recovery shoes,40,0,0.49,Health & Medical,Medical Footwear,Post-surgery Shoe,Post-surgery Shoe,Find shoes for foot surgery recovery,Transactional,FALSE,Product Page,Conversion,14,6.859999999999999,10,1,,12,,,,,
flip flops with back strap women's,40,6,0.33,Apparel,Footwear,Flip Flop,Flip Flop,Find women's flip flops with back strap,Transactional,FALSE,Product Page,Conversion,14,4.62,9,,,,,,,10,
mens slippers best,40,6,0,Apparel,Footwear,Slipper,Slipper,Find best men's slippers,Commercial,FALSE,Blog Post,Consideration,15,0,10,,,,,,,,5
women's orthopedic slippers for plantar fasciitis,40,4,0.36,Health & Medical,Medical Footwear,Orthopedic Slipper,Orthopedic Slipper,Find women's orthopedic slippers for plantar fasciitis,Transactional,FALSE,Product Page,Conversion,14,5.04,12,,,,,9,,,
comfy mens slides,40,5,0.35,Apparel,Footwear,Slide,Slide,Find comfy men's slides,Transactional,FALSE,Product Page,Conversion,14,4.8999999999999995,5,,,,,,,,2
post running shoes,40,7,1.26,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find shoes for after running,Transactional,FALSE,Product Page,Conversion,14,17.64,4,,11,,,,,,
flip flop stores,40,78,0.41,Apparel,Footwear,Flip Flop,Flip Flop,Find stores selling flip flops,Navigational,FALSE,Homepage,Retention,15,6.1499999999999995,9,,,,,,,5,10
slide on shoe,40,31,0,Apparel,Footwear,Slip-on Shoe,Slip-on Shoe,Find slip-on shoes,Transactional,FALSE,Product Page,Conversion,14,0,9,,,,,,,,7
crocs shipping tracking,40,5,0.01,Apparel,Brand Information,Croc,Croc,Track Crocs order shipping,Navigational,TRUE,Homepage,Retention,22,0.22,45,73,,,,,,,
slides fir men,40,4,0,Apparel,Footwear,Slide,Slide,Find slides for men,Transactional,FALSE,Product Page,Conversion,14,0,8,,,,,,,7,
after foot surgery shoes,40,0,0.38,Health & Medical,Medical Footwear,Post-surgery Shoe,Post-surgery Shoe,Find shoes for after foot surgery,Transactional,FALSE,Product Page,Conversion,14,5.32,10,9,,,,,,,
summer slippers for ladies,40,7,0.33,Apparel,Footwear,Slipper,Slipper,Find summer slippers for ladies,Transactional,FALSE,Product Page,Conversion,14,4.62,9,,,,,,,,8
recovery shoes with arch support,40,8,0,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find recovery shoes with arch support,Transactional,FALSE,Product Page,Conversion,14,0,11,10,,,,,,,
mens jandals,40,12,0.63,Apparel,Footwear,Sandal,Sandal,Find men's jandals,Transactional,FALSE,Product Page,Conversion,14,8.82,11,,,,,,,,2
mens mesh loafers,40,2,0.32,Apparel,Footwear,Loafer,Loafer,Find men's mesh loafers,Transactional,FALSE,Product Page,Conversion,14,4.48,48,,,,,,,,4
shoes for recovery,40,8,1.11,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find shoes for recovery,Transactional,FALSE,Product Page,Conversion,14,15.540000000000001,2,10,3,,,,,,
women's crocs flip flops,40,1,0.37,Apparel,Footwear,Crocs Flip Flop,Crocs Flip Flop,Find women's Crocs flip flops,Transactional,TRUE,Product Page,Conversion,19,7.03,50,,,,,,,72,94
best orthopedic slides,40,11,0.67,Health & Medical,Medical Footwear,Orthopedic Slide,Orthopedic Slide,Find best orthopedic slides,Commercial,FALSE,Blog Post,Consideration,15,10.05,9,,,,,12,,,
recovery sandals men,40,4,0,Apparel,Footwear,Recovery Sandal,Recovery Sandal,Find recovery sandals for men,Transactional,FALSE,Product Page,Conversion,14,0,2,,7,,,,,,
sandals slides womens,40,8,0,Apparel,Footwear,Sandal Slide,Sandal Slide,Find women's sandals slides,Transactional,FALSE,Product Page,Conversion,14,0,6,,,,,,,5,9
oofos size up or down,40,0,2.57,Apparel,Brand Information,Oofos Footwear,Oofos Sizing,Understand Oofos sizing,Informational,TRUE,Blog Post,Awareness,24,61.67999999999999,1,,,,,,,,62
men's orthopedic house shoes,40,2,0,Health & Medical,Medical Footwear,Orthopedic Slipper,Orthopedic Slipper,Find men's orthopedic house shoes,Transactional,FALSE,Product Page,Conversion,14,0,13,,,10,,8,,,
mens support slippers,40,2,0.42,Apparel,Footwear,Support Slipper,Support Slipper,Find men's support slippers,Transactional,FALSE,Product Page,Conversion,14,5.88,4,,,2,,,,,
mens golf slides,40,0,0,Sports & Outdoor,Golf Footwear,Golf Slide,Golf Slide,Find men's golf slides,Transactional,FALSE,Product Page,Conversion,14,0,5,,,,,,,6,8
best shoes for foot recovery,40,2,0.46,Health & Medical,Medical Footwear,Recovery Shoe,Recovery Shoe,Find best shoes for foot recovery,Commercial,FALSE,Blog Post,Consideration,15,6.9,2,,4,,,,,,
bedroom slippers womens,40,9,0,Apparel,Footwear,Slipper,Slipper,Find women's bedroom slippers,Transactional,FALSE,Product Page,Conversion,14,0,11,,,,,,,,8
shoes for foot surgery recovery,40,0,0,Health & Medical,Medical Footwear,Post-surgery Shoe,Post-surgery Shoe,Find shoes for foot surgery recovery,Transactional,FALSE,Product Page,Conversion,14,0,11,8,,10,,,,,
shoe house slippers,40,8,0,Apparel,Footwear,Slipper,Slipper,Find house slippers,Transactional,FALSE,Product Page,Conversion,14,0,11,,,,,,,,8
men.slides,40,3,0,Apparel,Footwear,Slide,Slide,Find men's slides,Transactional,FALSE,Product Page,Conversion,14,0,8,,,,,,,12,
marathon recovery shoes,40,6,1.21,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find marathon recovery shoes,Transactional,FALSE,Product Page,Conversion,14,16.939999999999998,4,,7,,,,,,
active recovery shoe,40,11,1.1,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find active recovery shoes,Transactional,FALSE,Product Page,Conversion,14,15.400000000000002,6,1,8,,,,,,
mens slippers shoes,40,4,0,Apparel,Footwear,Slipper,Slipper,Find men's slippers,Transactional,FALSE,Product Page,Conversion,14,0,12,,,,,,,,7
croc sandal,40,3,0,Apparel,Footwear,Crocs Sandal,Crocs Sandal,Find Croc sandals,Transactional,TRUE,Product Page,Conversion,19,0,52,,73,,,,,,
men indoor shoes,30,7,0.56,Apparel,Footwear,Indoor Shoe,Indoor Shoe,Find men's indoor shoes,Transactional,FALSE,Product Page,Conversion,10,5.6000000000000005,6,,,,,,,,3
arch support mens slippers,30,3,0,Apparel,Footwear,Support Slipper,Support Slipper,Find men's arch support slippers,Transactional,FALSE,Product Page,Conversion,10,0,10,,,3,,8,,,6
arch support slippers men,30,3,0,Apparel,Footwear,Support Slipper,Support Slipper,Find men's arch support slippers,Transactional,FALSE,Product Page,Conversion,10,0,10,,,4,,,,,5
mens recovery slippers,30,4,0.92,Apparel,Footwear,Recovery Slipper,Recovery Slipper,Find men's recovery slippers,Transactional,FALSE,Product Page,Conversion,10,9.200000000000001,1,,,,,,,,12
mena slides,30,4,0.27,Apparel,Footwear,Slide,Slide,Find men's slides,Transactional,FALSE,Product Page,Conversion,10,2.7,7,,,,,,,4,12
shoes to wear after knee surgery,30,3,0.31,Health & Medical,Medical Footwear,Post-surgery Shoe,Post-surgery Shoe,Find shoes to wear after knee surgery,Informational,FALSE,Blog Post,Awareness,13,4.03,13,,,,,12,,,
medical shoes brands,30,68,0.36,Health & Medical,Medical Footwear,Medical Shoe,Medical Shoe,Find medical shoe brands,Commercial,FALSE,Blog Post,Consideration,12,4.32,13,,12,,3,5,,,
walking boot for broken big toe,30,2,0.52,Health & Medical,Orthopedic Support,Walking Boot,Walking Boot,Find walking boot for broken big toe,Transactional,FALSE,Product Page,Conversion,10,5.2,88,,68,,,73,,,
slippers for mens,30,8,0.89,Apparel,Footwear,Slipper,Slipper,Find slippers for men,Transactional,FALSE,Product Page,Conversion,10,8.9,12,,,,,,,,7
best slippers for tile floors,30,2,0.27,Apparel,Footwear,Slipper,Slipper,Find best slippers for tile floors,Commercial,FALSE,Blog Post,Consideration,12,3.24,7,,,,,1,,,
orthopedic slippers near me,30,57,0,Health & Medical,Medical Footwear,Orthopedic Slipper,Orthopedic Slipper,Find orthopedic slippers near me,Navigational,FALSE,Homepage,Retention,12,0,10,,13,,,4,,,
best flip flops for neuropathy,30,0,0.34,Health & Medical,Medical Footwear,Therapeutic Flip Flop,Therapeutic Flip Flop,Find best flip flops for neuropathy,Commercial,FALSE,Blog Post,Consideration,12,4.08,12,,,,,6,,,
water shoes for costa rica,30,0,0.27,Sports & Outdoor,Water Sports Footwear,Water Shoe,Water Shoe,Find water shoes for Costa Rica,Transactional,FALSE,Product Page,Conversion,10,2.7,30,,,,,,,25,
white sandal for women,30,0,0,Apparel,Footwear,Sandal,Sandal,Find white sandals for women,Transactional,FALSE,Product Page,Conversion,10,0,77,,,,52,,,76,
thin strap platform sandals,30,2,0,Apparel,Footwear,Platform Sandal,Sandal,Find thin strap platform sandals,Transactional,FALSE,Product Page,Conversion,10,0,81,,,,,,,21,
slipon sandals,30,7,0,Apparel,Footwear,Slip-on Sandal,Sandal,Find slip-on sandals,Transactional,FALSE,Product Page,Conversion,10,0,6,,,,,,,,10
post op shoe in store,30,0,0,Medical Equipment,Footwear,Post-operative Shoe,Shoe,Find post-operative shoes in store,Transactional,FALSE,Product Page,Conversion,10,0,42,,57,,,37,,,
mens slippers house,30,3,0,Apparel,Footwear,House Slipper,Slipper,Find men's house slippers,Transactional,FALSE,Product Page,Conversion,10,0,2,,,,,,,,1
feetshoes,30,76,0,Apparel,Footwear,Shoe,Shoe,Find shoes for feet,Transactional,FALSE,Product Page,Conversion,10,0,9,,,,,6,,,
slippers for drop foot,30,0,0.27,Medical Equipment,Footwear,Medical Slipper,Slipper,Find slippers for drop foot,Transactional,FALSE,Product Page,Conversion,10,2.7,10,,,,,3,,,
men's orthopedic flip flops,30,1,0,Apparel,Footwear,Orthopedic Flip Flop,Flip Flop,Find men's orthopedic flip flops,Transactional,FALSE,Product Page,Conversion,10,0,10,,,,7,,,,5
slides brands,30,14,0,Apparel,Footwear,Slide,Slide,Learn about slide brands,Informational,FALSE,Blog Post,Awareness,13,0,11,,,,,,,5,
hawaii brand shoes,30,58,0.45,Apparel,Footwear,Shoe,Shoe,Find Hawaii brand shoes,Commercial,TRUE,Blog Post,Consideration,16,7.2,11,,8,,,,,,1
orthopedic slippers men's,30,1,0,Apparel,Footwear,Orthopedic Slipper,Slipper,Find men's orthopedic slippers,Transactional,FALSE,Product Page,Conversion,10,0,5,,,8,,6,,,
recovery flip flop,30,6,0.95,Apparel,Footwear,Recovery Flip Flop,Flip Flop,Find recovery flip flops,Transactional,FALSE,Product Page,Conversion,10,9.5,2,,9,,,,,,
mens slides size 16,30,4,0,Apparel,Footwear,Men's Slide,Slide,Find men's size 16 slides,Transactional,FALSE,Product Page,Conversion,10,0,6,,,,,,,,11
womens flip flops with back strap,30,6,0.53,Apparel,Footwear,Flip Flops With Back Strap,Flip Flop,Find women's flip flops with back strap,Transactional,FALSE,Product Page,Conversion,10,5.300000000000001,7,,,,,,,12,
best house shoes for tile floors,30,0,0.3,Apparel,Footwear,House Shoe,Shoe,Find best house shoes for tile floors,Informational,FALSE,Blog Post,Awareness,13,3.9,10,,,11,,,,,
womens cushioned slippers,30,10,0.5,Apparel,Footwear,Cushioned Slipper,Slipper,Find women's cushioned slippers,Transactional,FALSE,Product Page,Conversion,10,5,7,,,,,9,,,8
women's sport slides,30,5,0.58,Apparel,Footwear,Sport Slide,Slide,Find women's sport slides,Transactional,FALSE,Product Page,Conversion,10,5.8,3,,9,,,,,,
runner slides,30,7,0,Apparel,Footwear,Running Slide,Slide,Find runner slides,Transactional,FALSE,Product Page,Conversion,10,0,8,,2,,,,,,
after running shoes,30,7,1.08,Apparel,Footwear,Recovery Shoe,Shoe,Find after running shoes,Transactional,FALSE,Product Page,Conversion,10,10.8,5,8,3,,,,,,
after surgery shoes,30,0,0.32,Medical Equipment,Footwear,Post-operative Shoe,Shoe,Find after surgery shoes,Transactional,FALSE,Product Page,Conversion,10,3.2,6,,,12,,9,,,
house slipper for men,30,12,0,Apparel,Footwear,House Slipper,Slipper,Find house slippers for men,Transactional,FALSE,Product Page,Conversion,10,0,13,,,,,,,,3
black work shoes for standing all day,30,15,0.79,Apparel,Footwear,Work Shoe,Shoe,Find black work shoes for standing all day,Transactional,FALSE,Product Page,Conversion,10,7.9,28,,25,64,,22,,54,
shoes for around the house,30,0,0.41,Apparel,Footwear,House Shoe,Shoe,Find shoes for around the house,Transactional,FALSE,Product Page,Conversion,10,4.1,9,,,10,,12,,,
mens size 17 slippers,30,2,0.51,Apparel,Footwear,Men's Slipper,Slipper,Find men's size 17 slippers,Transactional,FALSE,Product Page,Conversion,10,5.1,65,,51,,,,,,12
slip on sandels,30,6,0,Apparel,Footwear,Slip-on Sandal,Sandal,Find slip-on sandals,Transactional,FALSE,Product Page,Conversion,10,0,9,,,,,,,,6
recovery sliders,30,7,0,Apparel,Footwear,Recovery Slide,Slide,Find recovery slides,Transactional,FALSE,Product Page,Conversion,10,0,3,,4,,,,,,
best men's slippers for hardwood floors,30,4,0.41,Apparel,Footwear,Men's Slipper,Slipper,Find best men's slippers for hardwood floors,Informational,FALSE,Blog Post,Awareness,13,5.33,11,,,,,,,,8
